product_id,category,name,price_usd,cost_usd,margin_usd,add_to_cart,page_view,satis_adedi,gelir,yorum_sayisi,ort_rating,sepet_orani,odeme_orani,satis_orani,ort_yildiz,pozitif_oran,oneri_skoru,onerilir
1,Electronics,SSD MediumBlue 149,570.28,352.69,217.59,5,187,2.0,1140.56,1.0,5.0,0.026737967914438502,0.0,0.0106951871657754,5.0,1.0,0.4754377512648852,0
2,Electronics,Keyboard DeepPink 696,498.13,263.13,235.0,5,200,2.0,996.26,0.0,0.0,0.025,0.0,0.01,0.0,0.0,0.09798130901162432,0
3,Electronics,Headphones Orchid 188,548.53,309.6,238.93,11,214,6.0,3291.18,1.0,5.0,0.0514018691588785,0.0,0.028037383177570093,5.0,1.0,0.5301015982296069,0
4,Electronics,Smartwatch BurlyWood 664,268.36,153.56,114.8,32,357,19.0,5098.84,2.0,4.5,0.0896358543417367,0.0,0.05322128851540616,5.0,1.0,0.5327217379418387,0
5,Electronics,Smartwatch Cornsilk 328,63.69,42.65,21.04,133,566,56.0,3566.64,14.0,4.571428571428571,0.23498233215547704,0.0,0.0989399293286219,4.857142857142857,0.9285714285714286,0.6009058088670358,0
6,Electronics,Headphones WhiteSmoke 326,358.95,222.19,136.76,16,251,7.0,2512.65,2.0,3.5,0.06374501992031872,0.0,0.027888446215139442,3.0,0.5,0.3483767877138811,0
7,Electronics,Headphones DarkGray 529,347.3,187.53,159.77,14,279,18.0,6251.400000000001,3.0,4.666666666666667,0.05017921146953405,0.0,0.06451612903225806,5.0,1.0,0.5560427966683879,0
8,Electronics,Mouse Moccasin 673,338.19,227.02,111.17,14,284,4.0,1352.76,1.0,4.0,0.04929577464788732,0.0,0.014084507042253521,5.0,1.0,0.4191877725874411,0
9,Electronics,Mouse Chartreuse 292,88.74,59.58,29.16,146,526,101.0,8962.74,14.0,3.5714285714285716,0.27756653992395436,0.0,0.1920152091254753,3.857142857142857,0.6428571428571429,0.6778969227564505,1
10,Electronics,SSD Tan 677,85.54,61.04,24.5,149,528,80.0,6843.200000000001,21.0,3.857142857142857,0.2821969696969697,0.0,0.15151515151515152,4.0476190476190474,0.6666666666666666,0.6328483893212493,0
11,Electronics,Headphones HotPink 644,382.84,248.43,134.41,18,265,12.0,4594.08,0.0,0.0,0.06792452830188679,0.0,0.045283018867924525,0.0,0.0,0.15558307382254305,0
12,Electronics,Smartwatch Blue 564,473.02,302.58,170.44,13,214,10.0,4730.2,1.0,2.0,0.06074766355140187,0.0,0.04672897196261682,1.0,0.0,0.24583080761768517,0
13,Electronics,SSD DarkCyan 815,200.87,148.31,52.56,55,368,34.0,6829.58,3.0,4.666666666666667,0.14945652173913043,0.0,0.09239130434782608,5.0,1.0,0.605810388877962,0
14,Electronics,Webcam PowderBlue 606,76.66,45.24,31.42,167,581,103.0,7895.98,19.0,4.0,0.2874354561101549,0.0,0.17728055077452667,4.2631578947368425,0.6842105263157895,0.6830739516023923,1
15,Electronics,SSD PeachPuff 174,445.78,261.4,184.38,7,242,8.0,3566.24,1.0,5.0,0.028925619834710745,0.0,0.03305785123966942,5.0,1.0,0.5105324312736804,0
16,Electronics,Keyboard CornflowerBlue 450,321.8,176.83,144.97,12,331,3.0,965.4000000000001,0.0,0.0,0.03625377643504532,0.0,0.00906344410876133,0.0,0.0,0.07463912551698139,0
17,Electronics,Mouse LawnGreen 784,561.96,352.07,209.89,8,203,1.0,561.96,0.0,0.0,0.03940886699507389,0.0,0.0049261083743842365,0.0,0.0,0.08810555570290779,0
18,Electronics,Keyboard DarkGoldenRod 996,465.81,312.98,152.83,8,247,2.0,931.62,1.0,4.0,0.032388663967611336,0.0,0.008097165991902834,5.0,1.0,0.4138629025428574,0
19,Electronics,SSD Peru 608,223.87,135.45,88.42,50,388,19.0,4253.53,3.0,3.0,0.12886597938144329,0.0,0.04896907216494845,3.0,0.3333333333333333,0.35182555636846075,0
20,Electronics,Speaker Chocolate 376,69.19,36.54,32.65,149,590,67.0,4635.73,7.0,4.142857142857143,0.25254237288135595,0.0,0.1135593220338983,4.142857142857143,0.7142857142857143,0.5817584927325413,0
21,Electronics,Speaker DarkRed 848,427.31,221.99,205.32,13,209,7.0,2991.17,3.0,3.3333333333333335,0.06220095693779904,0.0,0.03349282296650718,3.6666666666666665,0.6666666666666666,0.4018738982049806,0
22,Electronics,Monitor Ivory 941,398.86,318.26,80.6,10,259,3.0,1196.58,1.0,5.0,0.03861003861003861,0.0,0.011583011583011582,5.0,1.0,0.4407914454002606,0
23,Electronics,Speaker Chocolate 784,192.22,118.36,73.86,70,380,34.0,6535.48,5.0,4.2,0.18421052631578946,0.0,0.08947368421052632,4.6,0.8,0.5685729028689297,0
24,Electronics,SSD Orchid 272,42.86,27.37,15.49,193,640,125.0,5357.5,19.0,4.157894736842105,0.3015625,0.0,0.1953125,4.2631578947368425,0.7894736842105263,0.7093528183146879,1
25,Electronics,Keyboard BurlyWood 394,311.41,176.09,135.32,18,323,8.0,2491.28,1.0,5.0,0.05572755417956656,0.0,0.02476780185758514,5.0,1.0,0.49053579837649985,0
26,Electronics,Mouse Indigo 992,450.87,279.26,171.61,7,230,6.0,2705.22,0.0,0.0,0.030434782608695653,0.0,0.02608695652173913,0.0,0.0,0.1127420799554132,0
27,Electronics,Speaker Brown 662,75.93,48.2,27.73,173,573,91.0,6909.63,9.0,3.6666666666666665,0.3019197207678883,0.0,0.15881326352530542,3.6666666666666665,0.5555555555555556,0.624120727343734,0
28,Electronics,Monitor DarkSlateBlue 984,533.53,397.9,135.63,17,232,8.0,4268.24,0.0,0.0,0.07327586206896551,0.0,0.034482758620689655,0.0,0.0,0.14402862255035448,0
29,Electronics,Monitor LightSteelBlue 799,432.65,344.36,88.29,7,222,4.0,1730.6,1.0,2.0,0.03153153153153153,0.0,0.018018018018018018,1.0,0.0,0.15114700510757986,0
30,Electronics,Smartwatch PeachPuff 280,575.91,314.03,261.88,15,220,8.0,4607.28,0.0,0.0,0.06818181818181818,0.0,0.03636363636363636,0.0,0.0,0.1848639127596163,0
31,Electronics,Mouse DarkTurquoise 596,162.22,92.47,69.75,92,412,45.0,7299.9,6.0,4.0,0.22330097087378642,0.0,0.10922330097087378,4.0,0.6666666666666666,0.5817351225625846,0
32,Electronics,Mouse Yellow 529,179.77,90.11,89.66,72,382,43.0,7730.110000000001,1.0,4.0,0.18848167539267016,0.0,0.112565445026178,5.0,1.0,0.6383937391515936,0
33,Electronics,SSD DarkOrchid 228,377.59,224.89,152.7,18,278,2.0,755.18,0.0,0.0,0.06474820143884892,0.0,0.007194244604316547,0.0,0.0,0.08678833094766689,0
34,Electronics,Headphones Linen 995,290.29,221.0,69.29,29,343,16.0,4644.64,2.0,4.5,0.08454810495626822,0.0,0.04664723032069971,5.0,1.0,0.5055597809501179,0
35,Electronics,Smartwatch Gainsboro 593,256.9,158.82,98.08,25,331,11.0,2825.8999999999996,2.0,4.5,0.0755287009063444,0.0,0.03323262839879154,5.0,1.0,0.48059361775138526,0
36,Electronics,Smartwatch DarkKhaki 313,65.48,34.06,31.42,183,578,96.0,6286.08,23.0,4.086956521739131,0.3166089965397924,0.0,0.16608996539792387,4.391304347826087,0.8260869565217391,0.7006448591010517,1
